assists,damage_received,headshots,tier,traded,kills,matches,deaths,damage
1945,1275591,3503,silver,1129,6505,425,6726,1248595
1928,1120372,4440,silver,1045,7220,415,5879,1324026
1927,1128391,3326,silver,1021,5718,371,5903,1099348
1920,1149177,4159,silver,1028,6085,394,6088,1125424
1914,1291077,3559,silver,1049,7290,443,6745,1316390
1911,1136066,4461,silver,984,5783,398,5866,1111287
1907,1144915,3486,silver,890,6255,376,5789,1170538
1906,1149659,3501,silver,1096,5630,387,6096,1094338
1902,1132195,3003,silver,913,6452,378,5910,1225353
1898,1271352,3404,silver,1090,6868,421,6529,1326510
1890,1295606,2846,silver,1012,6215,436,6888,1112768
1884,1248493,3638,silver,1134,6498,401,6611,1212051
1884,1144680,4030,silver,1141,6653,372,5962,1288482
1882,1137109,4030,silver,994,6057,353,5912,1117493
1882,1250732,3835,silver,1025,6650,407,6364,1269401
1881,1133561,3446,gold,1036,6323,370,5832,1221650
1871,1637963,5573,silver,1503,7918,500,8348,1516338
1855,1135817,3806,silver,903,6930,414,5798,1285504
1852,1326444,3694,silver,1003,6420,441,6712,1224301
1840,1160118,3988,silver,1042,5801,402,6094,1060011
1839,1239186,4054,silver,1226,6428,404,6508,1230901
1836,1305834,3713,silver,1123,7350,443,6717,1367094
1820,1107817,2825,silver,808,5609,372,5851,1099490
1816,1283076,3664,silver,1046,7033,420,6568,1304425
1810,1193596,4014,silver,1158,6302,410,6373,1200618
1795,1110978,2754,bronze,953,5650,403,5749,1083233
1790,1106488,3544,silver,916,5766,364,5757,1082082
1781,1127643,3427,silver,1096,5691,360,6009,1108113
1780,1168387,4198,silver,1026,5938,394,5982,1114639
1780,1251506,4117,silver,1145,6582,395,6473,1261516
1779,1114965,3425,silver,865,5545,398,5911,1071019
1769,1138126,3663,silver,1097,5424,371,6006,1071264
1750,1142562,3210,silver,951,5920,400,5971,1087026
1744,1133623,3571,silver,1012,6021,368,5879,1101192
1730,1214494,3739,silver,979,6022,375,6001,1159662
1719,1377906,5700,gold,1287,8771,465,6988,1664357
1714,1169850,3347,silver,909,5811,358,5795,1097811
1704,1290245,5152,silver,1231,7446,438,6894,1430212
1673,1249419,4500,silver,1151,6536,408,6443,1244319
1672,1132302,3654,silver,1015,5576,370,5967,1080687
1653,1287961,3925,silver,1108,7275,454,6920,1346189
5032,2569575,5087,gold,2967,10600,759,14404,2041020
4431,2402970,6065,gold,2299,9789,744,12401,1884430
4416,1651069,3405,gold,1542,8906,598,8565,1581033
4314,2445411,8060,gold,2142,14516,872,12602,2706960
4289,2146829,3748,gold,2018,9158,658,11030,1858291
4191,1450009,3377,gold,1382,7062,532,7757,1357519
4167,2412498,7240,gold,2061,13503,771,12193,2599630
4106,1749765,3450,gold,1691,6700,531,8701,1302669
4073,1776136,4236,silver,1774,7887,564,9165,1610227
3964,1787698,5460,gold,1553,9075,576,9446,1756643
3901,1318280,3611,gold,1167,6765,511,6981,1210071
3890,2144627,5498,gold,1961,9269,710,11291,1764473
3884,1754631,3703,gold,1650,8263,522,8563,1575586
3810,1817354,5139,gold,1793,8986,589,9644,1712186
3742,1898685,5539,gold,1835,9347,614,9974,1862964
3617,1480166,4284,gold,1446,7652,517,7573,1419498
3559,1754201,3892,gold,1595,8128,524,9224,1496558
3496,1729430,4620,gold,1448,8390,586,9099,1657625
3468,1478081,3727,gold,1280,8902,529,7733,1631205
3453,1636827,4384,gold,1470,7649,532,8454,1499771
3429,1741602,4593,gold,1603,8769,581,9161,1725868
3404,1775518,4301,gold,1512,8836,558,9316,1709550
3400,2223349,5120,gold,1879,10006,692,11593,1922030
3332,1641935,3314,gold,1578,6291,531,8401,1213536
3327,1407447,3954,gold,1253,7760,487,7030,1446391
3304,1512833,3339,gold,1238,6711,459,7479,1333825
3289,1570821,3817,gold,1260,7608,542,8180,1460332
3259,1444376,4477,gold,1307,7634,490,7483,1505565
3232,1674531,4991,gold,1617,8989,578,8808,1730991
3194,1655990,3346,gold,1553,6899,507,8541,1297874
3186,1610919,5206,gold,1444,8598,577,8503,1691557
3151,1727934,4372,gold,1627,7930,590,9061,1482879
3147,1638685,5373,gold,1434,7853,521,8491,1574081
3128,1516861,3463,gold,1268,6687,559,7989,1325173
3110,1634240,4574,gold,1553,8182,556,8513,1537672
3110,1541642,4158,platinum,1423,6881,510,8106,1308751
3107,1986947,6607,gold,2035,10761,656,10446,2026653
3091,1718225,4072,gold,1756,7134,563,8905,1358854
3064,1375470,3536,gold,1228,6932,460,6905,1286357
3049,1524596,3618,gold,1253,7746,515,7874,1465936
3042,1826219,5177,gold,1656,9679,631,9461,1771826
3036,1640153,4604,platinum,1546,7413,507,8267,1418678
3027,1414759,3467,gold,1233,6248,476,7319,1199140
3005,1566737,5762,gold,1425,8303,593,8668,1521891
2984,1455352,3637,silver,1346,7294,491,7688,1395258
2947,1518732,3743,gold,1698,6557,460,8067,1265245
2946,1411859,3470,gold,1325,6432,477,7431,1248301
2923,1525422,4462,gold,1498,6876,464,7815,1280184
2922,1994403,6530,gold,1831,10155,632,10105,1920609
2915,1345023,3576,silver,1330,6339,423,6990,1242029
2896,1764546,4031,gold,1549,8636,551,9147,1612259
2879,1810477,5418,silver,1898,7407,562,9512,1441021
2874,1873920,6272,silver,1533,8506,660,9719,1631705
2855,1371555,3608,gold,1253,5827,478,6989,1139158
2852,1933740,6607,gold,1475,8687,551,10393,1736731
2844,1822052,4612,gold,1650,8081,549,9439,1578281
2843,1440961,3966,gold,1194,6926,493,7443,1365789
2843,1549361,5995,gold,1566,9130,547,8468,1694977
2841,1423400,4182,gold,1238,6739,476,7264,1271356
2838,1832070,5521,gold,1639,8854,573,9382,1629818
2828,1311281,4824,gold,1109,7166,443,6506,1390225
2827,1685841,5898,gold,1577,8462,520,8512,1611409
2819,1454759,5269,gold,1348,7221,508,7470,1363767
2812,1582616,3944,gold,1231,7854,479,7844,1622812
2804,1440691,4110,gold,1115,7197,473,7772,1443507
2797,1301442,4225,gold,1160,6518,460,6802,1247414
2795,1668555,4901,gold,1681,7580,545,8790,1462999
2793,1495580,3780,gold,1300,8517,526,7930,1571502
2793,1547622,3552,platinum,1381,6987,490,8079,1276787
2792,1370213,3317,gold,1085,7704,472,7162,1489945
2792,1349341,3502,silver,1162,6545,475,7085,1315905
2789,1381136,4633,gold,1213,7215,443,7007,1384147
2788,1526715,4088,silver,1190,7131,521,7856,1377797
2786,1412501,5022,gold,1144,7725,514,7427,1486933
2779,1306134,4035,gold,1223,6499,440,6473,1213218
2770,1573176,5278,gold,1478,8144,522,8112,1535589
2759,1505720,4200,gold,1110,7147,541,7645,1381047
2757,1775534,5479,silver,1635,8794,548,8832,1622464
2756,1610737,5179,gold,1384,8157,546,8332,1565335
2754,1788051,4712,gold,1654,9339,606,9427,1806800
2751,1542392,3613,gold,1390,8185,515,8216,1549921
2741,1756887,7619,gold,1522,10194,574,9128,1909455
2740,1515734,3253,gold,1466,6774,477,7934,1257608
2730,1471562,3496,gold,1188,7054,521,7557,1348528
2729,1413407,3807,gold,1321,6716,466,7402,1269081
2709,1419592,4174,gold,1367,6549,479,7248,1207786
2707,1597672,5282,gold,1465,8209,526,8337,1595785
2706,1269409,3839,gold,1144,6890,412,6382,1330903
2698,1564220,3847,gold,1455,6704,488,8122,1295608
2687,1320950,3979,gold,1241,7060,430,7103,1349922
2684,1418981,3667,gold,1234,6839,484,7560,1354002
2673,1336809,4136,gold,1175,6633,446,6839,1277585
2670,1737292,6183,gold,1534,8853,534,8900,1680054
2660,1274700,3828,gold,1238,6048,406,6699,1199283
2651,1341905,3766,gold,1316,5786,422,6921,1142441
2648,1505604,3689,gold,1277,7295,498,7639,1368038
2646,1438031,4016,gold,1169,7864,467,7867,1484293
2644,1571712,6092,gold,1505,8406,489,8086,1576649
2642,1257377,3400,gold,1113,6440,436,6577,1259267
2641,1427626,3619,silver,1293,6880,471,7320,1327749
2636,1400215,5025,gold,1513,7337,452,7076,1412251
2630,1764491,5345,gold,1730,7199,551,9352,1373690
2617,1690855,6761,gold,1575,9866,538,8699,1833583
2615,1390017,3836,silver,1363,6330,464,7520,1175830
2599,1656441,5056,gold,1529,7545,540,8944,1453976
2590,1168575,3930,gold,1039,6608,398,6022,1255010
2585,1336009,4395,gold,1407,7459,453,6848,1457017
2584,1517486,4578,gold,1189,7309,495,7891,1421906
2584,1289796,3164,silver,1126,6372,432,6687,1230816
2583,1341903,3751,gold,1274,6268,436,7075,1233090
2581,1362005,3818,silver,1070,7812,484,6989,1460729
2575,1349232,3936,gold,1351,6452,434,7072,1250583
2574,1276480,3955,gold,1368,6320,440,6609,1203667
2571,1328614,4119,gold,1086,7594,463,6835,1468862
2571,1520799,4300,gold,1486,7306,520,8005,1369603
2568,1744616,5639,platinum,1794,8144,538,9162,1546039
2568,1679613,4017,gold,1346,9673,581,8817,1781344
2566,1427477,4300,gold,1238,7726,506,7339,1415891
2562,1471244,4474,gold,1422,7151,471,7662,1374746
2557,1737747,5290,gold,1467,9367,539,8716,1793851
2557,1400304,4587,gold,1318,7225,437,7228,1404235
2553,1370757,4964,gold,1203,6881,429,7158,1329305
2549,1680779,5321,gold,1397,9502,549,8625,1760998
2545,1275803,3797,gold,1082,6387,431,6521,1233102
2543,1352024,4640,gold,1214,6797,470,7104,1311325
2537,1537406,4901,gold,1290,7935,505,7725,1509759
2530,1495225,4915,gold,1274,7804,507,7754,1498896
2525,1356015,4005,gold,1125,7520,477,7110,1390857
2518,1550117,5101,gold,1439,7710,494,8051,1517377
2512,1296211,4023,gold,1405,6991,408,6695,1291986
2507,1368026,4882,gold,1237,7591,450,6995,1417985
2505,1674034,6738,gold,1372,9986,531,8347,1855814
2505,1339490,3509,gold,1317,6640,450,6876,1269032
2505,1344264,4621,gold,1187,7009,449,7010,1368762
2503,1567265,4266,gold,1363,7918,465,7911,1442976
2503,1411270,3280,gold,1195,7523,474,6962,1434539
2500,1447416,5177,platinum,1431,7263,484,7721,1437545
2492,1474591,3601,gold,1299,6690,484,7639,1351756
2481,1357476,3650,gold,1136,6747,477,7246,1256663
2481,1305115,3857,silver,1167,6880,457,6844,1288880
2468,1454673,4657,gold,1361,6835,469,7593,1326019
2464,1308138,3345,silver,1213,6764,481,6821,1236483
2461,1572829,5233,gold,1382,7170,558,8357,1367739
2461,1353064,3817,gold,1362,6781,418,6931,1315146
2457,1466532,4697,gold,1320,7811,505,7716,1501465
2457,1360116,3684,platinum,1339,6002,448,7014,1182178
2455,1583277,5959,gold,1519,7977,527,8220,1455679
2451,1639453,5492,gold,1562,8322,528,8618,1552493
2449,1375069,3848,gold,1219,6934,445,7097,1351169
2447,1341829,5273,gold,1154,7925,494,7145,1547740
2446,1294090,3441,gold,1120,7119,408,6469,1357820
2443,1591759,6111,gold,1543,8711,533,8222,1558965
2443,1304528,4036,gold,1145,7286,426,6748,1430764
2442,1262833,3766,gold,1074,6479,415,6577,1240323
2435,1294792,4931,gold,1208,6706,432,6893,1277742
2435,1463967,4906,gold,1350,7400,454,7652,1440858
2433,1324115,3655,gold,1137,6402,415,6743,1225541
2428,1505879,4449,gold,1347,7803,476,7708,1507366
2427,1482825,4515,gold,1194,7993,496,7681,1460160
2427,1388712,4255,silver,1358,6888,490,7259,1343081
2423,1635970,5067,gold,1488,7701,533,8699,1463446
2422,1399870,4481,gold,1200,7591,421,7258,1447495
2421,1359061,4286,gold,1604,6996,449,7100,1292247
2420,1409362,4228,gold,1524,6370,491,7605,1260427
2419,1288081,3537,silver,1084,6638,422,6756,1309510
2417,2011203,6995,gold,1731,9695,630,10326,1832506
2412,1390389,4106,gold,1326,6721,467,7239,1261459
2407,1575731,4995,gold,1401,7388,499,7713,1442223
2406,1466917,4477,gold,1432,7249,469,7689,1376896
2405,1484191,5115,gold,1395,8182,481,7412,1531833
2397,1350806,3926,gold,1227,7135,460,6943,1383419
2396,1372837,4522,gold,1323,7125,450,7021,1343146
2396,1382363,4163,gold,1211,7635,459,7320,1455570
2393,1172960,4686,gold,935,6362,424,6269,1203017
2391,1299755,3511,gold,1195,6697,419,6681,1274930
2389,1526533,3945,gold,1351,8985,492,7988,1594609
2375,1405935,3999,gold,1370,7479,437,7215,1385289
2375,1376979,4313,gold,1412,6914,445,7377,1287283
2374,1326767,4627,gold,1177,6921,467,6891,1356197
2374,1358211,3468,gold,950,7775,461,6819,1460876
2371,1413342,5232,gold,1337,7186,481,7779,1318082
2365,1323418,3648,gold,1102,7128,420,6532,1330503
2363,1499947,4906,gold,1412,7700,491,7526,1483084
2363,1167250,3714,gold,1124,6071,377,5924,1144318
2363,1356573,4251,gold,1237,6895,448,7247,1292720
2359,1353083,6291,gold,1246,7887,434,7079,1459646
2350,1345646,4409,gold,1149,8510,466,6872,1612743
2345,1636774,5885,gold,1471,8992,550,8615,1720244
2343,1372455,4645,gold,1192,7147,437,7301,1351357
2338,1478443,4061,gold,1237,6946,522,7633,1287237
2336,1316215,4279,gold,1132,6384,442,6991,1254143
2332,1400483,4290,gold,1128,7268,461,7168,1414132
2331,1224777,4400,gold,1199,7495,408,6353,1432280
2329,1541645,3710,gold,1158,6746,488,7571,1346185
2319,1459135,5193,gold,1312,6926,465,7507,1345379
2318,1739819,7313,gold,1691,10166,541,9004,1851773
2313,1702848,3972,gold,1418,6138,552,8873,1221887
2311,1303318,4004,gold,1219,6191,418,6879,1159785
2308,1156977,3683,gold,1215,6133,441,6250,1161774
2306,1556588,5734,gold,1531,7947,512,8009,1511099
2299,1231480,3750,gold,1175,6235,405,6466,1197784
2284,1302148,4067,gold,1167,7072,411,6649,1376331
2284,1416688,4680,gold,1349,6941,464,7307,1322097
2280,1520836,4493,gold,1615,7669,468,7741,1449099
2280,1400781,5178,gold,1137,7847,407,6842,1499271
2280,1383279,4223,gold,1259,7298,473,7510,1380339
2277,1241482,3762,gold,1234,7016,419,6490,1298553
2266,1282115,3885,gold,1118,6701,420,6686,1298335
2264,1400964,3657,silver,1208,7791,464,7234,1459920
2262,1535570,4124,platinum,1639,6666,490,8097,1241533
2244,1175844,3828,gold,1072,5829,400,6269,1144238
2244,1547067,4824,gold,1390,8098,522,7904,1504469
2244,1350226,5008,gold,1233,7610,468,7051,1393025
2243,1485594,5281,gold,1190,8003,499,7877,1500407
2237,1218857,3337,gold,1276,6431,410,6244,1212546
2235,1336535,3097,silver,943,6555,434,7055,1238442
2231,1499402,5312,gold,1427,7920,489,7839,1469714
2225,1326646,4776,gold,1205,6728,415,6844,1256647
2224,1369258,4748,gold,1127,7752,504,7318,1436578
2216,1197082,4175,gold,1108,6948,416,6263,1307821
2215,1355270,4348,gold,1120,6308,425,6897,1231485
2212,1310980,4820,gold,1229,6783,446,6681,1245098
2211,1312929,4391,gold,1139,7005,424,6989,1354726
2206,1329496,4887,gold,1048,6761,419,6735,1278372
2200,1306505,3821,gold,1245,7021,418,6681,1319640
2196,1298865,3642,gold,1340,6268,441,6873,1215810
2194,1156622,3958,gold,1002,6023,416,6184,1140432
2192,1285127,4095,gold,1182,6680,432,6649,1268657
2192,1218790,3544,gold,892,6318,384,6105,1211940
2190,1377729,4432,gold,1386,7668,423,6863,1495852
2189,1419596,5449,gold,1184,8357,464,7310,1557556
2183,1184334,4367,gold,1112,6594,387,6216,1262591
2181,1363670,3731,silver,1250,6432,436,7080,1221250
2178,1328956,4146,gold,1202,6525,439,6816,1243676
2174,1306818,4298,gold,1274,7242,426,6712,1336266
2172,1276142,3685,gold,1068,7191,430,6770,1345814
2172,1328788,3533,gold,1285,5827,429,6879,1157816
2170,1236950,3313,gold,1181,5966,389,6227,1152544
2170,1330881,4612,gold,1311,7518,437,6985,1409653
2162,1197949,4660,gold,1047,6823,412,6195,1300687
2162,1291964,3755,gold,1185,6485,405,6694,1250558
2154,1224595,3362,gold,1052,6886,427,6339,1274117
2153,1453236,4464,gold,1427,7733,506,7746,1555880
2150,1306090,4195,platinum,1205,6241,433,6805,1205647
2150,1442050,5631,gold,1339,7523,440,7433,1423235
2150,1253568,4566,gold,1121,6690,397,6581,1267283
2146,1342752,3554,gold,1194,6620,458,7115,1252614
2136,1287898,4214,silver,1485,5974,424,6925,1133643
2132,1256406,3785,gold,1154,6895,415,6390,1273358
2126,1266015,5190,gold,1052,8057,431,6477,1516248
2119,1256270,4044,gold,1212,6094,413,6534,1160772
2115,1301282,3479,gold,1227,6629,413,6655,1269475
2114,1289894,4607,gold,1233,6586,445,6735,1232022
2113,1180096,3401,silver,1036,5898,388,6110,1142543
2113,1271875,3947,gold,1167,6632,400,6424,1280481
2111,1285463,3847,gold,1039,6113,411,6736,1192524
2109,1304854,4064,silver,947,7472,394,5986,1413860
2098,1188899,3621,gold,1062,6176,423,6112,1147973
2095,1291351,3458,gold,1162,6915,417,6516,1326060
2094,1318380,3661,gold,1119,6399,444,6796,1204356
2085,1173520,3661,gold,906,6323,398,6098,1196432
2084,1342935,5551,silver,1144,7570,442,6610,1406971
2080,1428586,4107,gold,1263,6716,453,7259,1271196
2080,1411975,4855,gold,1174,6340,446,7457,1199993
2077,1263379,4424,gold,1216,6921,415,6574,1293462
2077,1277664,4284,gold,1301,6786,411,6760,1292505
2076,1275661,5004,gold,953,6897,397,6436,1310022
2062,1185290,4662,gold,1075,6675,395,6356,1254179
2061,1345370,3587,gold,1222,6992,418,7010,1303111
2060,1187354,4127,gold,1043,6347,387,6297,1206642
2059,1236527,3712,gold,1148,6416,433,6549,1233682
2058,1268249,3682,gold,1167,6473,375,6524,1228717
2057,1393722,4926,gold,1393,6715,438,7366,1314466
2057,1334009,3956,gold,1268,7163,428,6988,1421106
2056,1242482,3453,gold,1108,6730,418,6254,1256357
2054,1283677,4194,gold,1274,6361,415,6658,1227997
2052,1505293,5509,gold,1380,8039,467,7837,1527955
2049,1217994,4130,gold,1006,6530,436,6549,1269700
2041,1795985,6098,gold,1352,9784,591,9373,1844642
2034,1167398,3448,gold,1093,7097,374,6014,1324723
2029,1326442,4857,gold,921,7528,452,6850,1371651
2027,1188658,4585,platinum,1183,6637,400,6278,1242738
2026,1187387,4270,gold,1144,6596,391,6032,1239082
2026,1265508,4465,platinum,1331,6693,421,6520,1281898
2020,1276239,4294,silver,1127,7011,431,6518,1337350
2019,1325613,3534,gold,1122,6102,433,6990,1195128
2018,1370602,4822,gold,1214,6891,419,7101,1306276
2016,1340501,4128,gold,1148,6147,513,7162,1219807
2011,1261739,4065,platinum,1153,6921,409,6447,1306021
2010,1314997,3902,gold,1036,7670,451,6882,1374119
2004,1347305,4506,gold,1312,7284,447,6926,1377184
2003,1412325,5271,gold,1205,7847,476,7318,1423636
2003,1473143,3990,gold,1244,7146,450,7299,1386207
1992,1229653,3989,gold,1075,6510,410,6162,1224716
1991,1163808,3388,gold,1044,7163,375,5716,1307835
1990,1300329,4517,gold,1246,6467,457,6674,1212482
1974,1254502,4745,gold,1144,6942,398,6698,1338564
1957,1395319,5019,gold,1191,7244,460,7344,1380170
1954,1217531,4325,gold,970,7490,422,6196,1374174
1951,1205451,3503,gold,1240,6228,360,6150,1212316
1947,1257732,4298,gold,1164,6501,401,6513,1241943
1946,1226636,4820,gold,1197,6395,391,6332,1248545
1945,1277935,4732,gold,1206,7168,425,6549,1351269
1945,1417631,5247,gold,1182,7495,449,7332,1412370
1943,1180111,3603,gold,1019,5741,382,6118,1156252
1939,1181011,3828,gold,827,6112,381,6014,1142169
1932,1313300,3798,gold,904,6181,413,6444,1210764
1925,1208129,3593,gold,1043,7113,419,6280,1314965
1919,1218242,4515,gold,1025,6725,413,6438,1287579
1918,1307821,5201,silver,1292,8106,429,6680,1453886
1917,1356770,4823,gold,1158,7495,420,6805,1418165
1916,1338954,4037,gold,1185,7605,436,6974,1435594
1914,1376043,5064,gold,1393,6854,429,7045,1294302
1906,1368696,5205,gold,1097,8340,442,6514,1536624
1904,1183336,3931,gold,962,6276,385,6407,1196715
1901,1231388,4288,gold,1068,7016,422,6216,1304334
1900,1176336,4129,gold,997,6723,377,6162,1261707
1897,1195257,3373,gold,1149,6315,385,6450,1216328
1894,1552505,5935,gold,1324,8485,489,7937,1637480
1892,1226425,3357,gold,982,6636,405,6334,1213302
1888,1252169,4032,gold,1126,6392,409,6660,1216296
1880,1268647,3851,gold,1105,6483,410,6453,1263308
1879,1161368,3561,gold,1024,6643,416,5999,1238455
1879,1182227,3975,gold,1088,6127,357,6170,1220088
1874,1464849,5318,gold,1170,8443,484,7682,1583908
1868,1206370,3491,gold,1226,6050,381,6251,1159687
1866,1246254,4285,gold,1035,6498,412,6549,1255798
1864,1264705,3425,gold,1236,6245,406,6622,1208828
1861,1660303,5836,gold,1451,8043,487,8402,1558251
1850,1373351,4089,gold,1147,7232,439,6956,1396001
1849,1267729,3734,gold,1199,6052,421,6647,1151251
1847,1183624,4302,gold,924,6128,382,6057,1156057
1845,1338996,4182,gold,1241,7655,430,6813,1426684
1843,1283139,4260,gold,1003,6485,409,6573,1217398
1836,1299275,5023,gold,1242,7449,421,6857,1378075
1833,1214498,4586,gold,1102,6388,384,6507,1226351
1830,1167561,3338,gold,975,7733,376,6011,1444346
1829,1258933,4093,gold,1044,6374,384,6564,1245142
1823,1516348,5501,gold,1437,7629,478,7878,1393331
1816,1400387,5249,gold,1315,7093,445,7492,1322509
1813,1568948,4441,gold,1437,7835,500,8175,1447330
1787,1340259,4230,gold,1246,6530,401,6917,1243794
1785,1177553,4648,gold,1167,7193,377,6088,1346032
1781,1167867,4714,gold,1110,6931,372,6139,1315093
1780,1170085,4666,platinum,1155,6323,385,6115,1186565
1778,1206926,4227,gold,1069,6543,392,6325,1210963
1773,1360356,5654,gold,1285,7835,453,7091,1492795
1771,1235942,4172,gold,1097,6624,401,6485,1240222
1770,1873109,6324,gold,1758,10180,601,9538,1811253
1752,1216959,4295,gold,1025,6419,394,6545,1259131
1751,1261577,4239,gold,1329,6733,408,6596,1281352
1751,1174322,4031,gold,1378,6018,371,5989,1140393
1751,1221599,4586,gold,1156,6710,380,6220,1267040
4298,1793887,3506,platinum,1770,7026,573,9423,1412036
3716,1791284,4969,platinum,1748,7857,570,8831,1533066
3584,1867991,4806,gold,1626,9695,622,9441,1785330
3512,2374888,7308,diamond,2387,10808,719,12072,2044703
3435,1745056,4880,platinum,1468,8293,510,8903,1528248
3404,1794507,4976,platinum,1678,8136,594,9463,1550050
3348,1322099,3785,platinum,1493,6796,455,6887,1322962
3289,1420402,4250,platinum,1311,6509,463,7050,1251615
3288,1739104,3858,platinum,1809,7565,558,9082,1463759
3282,1382395,3767,platinum,1347,6376,454,7214,1179532
3275,1549352,3976,gold,1484,6977,532,8188,1357298
3216,1509627,3709,platinum,1502,6813,480,7953,1325549
3186,1522624,5350,gold,1400,8250,550,7896,1592634
3080,1571392,4176,platinum,1371,7600,510,8064,1461539
3058,1726390,3967,platinum,1497,8019,554,8820,1550803
3045,1550675,4492,platinum,1389,8003,544,8289,1509302
3035,1827418,6070,diamond,1838,8823,594,9345,1658419
3032,1499196,5504,gold,1470,8146,527,7893,1479123
3031,1228236,3575,platinum,1175,5855,424,6416,1127193
3026,1441762,4065,platinum,1402,7348,458,7658,1419874
3024,1381341,4865,platinum,1279,6971,444,7237,1354252
3020,1425821,3939,platinum,1452,7282,459,7635,1423007
3016,1508397,4338,platinum,1430,8078,562,8052,1486967
3003,1502263,4220,platinum,1324,6744,517,7811,1322383
2992,1375851,3939,platinum,1377,7638,465,7130,1472373
2987,1435668,4264,platinum,1255,6987,486,7451,1365807
2982,1475840,4067,platinum,1653,7702,482,7804,1507059
2948,1322375,3529,platinum,1222,6311,419,6871,1207754
2923,1598122,4451,platinum,1458,8076,540,8368,1567424
2915,1456000,3905,platinum,1502,5986,519,7631,1146789
2909,1217328,3788,diamond,1146,7037,430,6414,1368558
2906,1366984,4358,platinum,1266,7078,475,7061,1313664
2906,1695371,4576,platinum,1502,8053,540,8725,1559023
2900,1676744,4978,platinum,1706,6703,580,8884,1327858
2896,1548077,3542,platinum,1543,6929,522,8062,1313138
2890,1509278,4763,platinum,1329,7578,489,7589,1467900
2881,1329455,3949,platinum,1421,6344,423,6779,1188507
2877,1297550,4556,platinum,1307,7707,440,6791,1443435
2872,1423560,4690,platinum,1361,7312,440,7123,1427488
2868,1350245,4668,platinum,1278,6993,430,6883,1331607
2838,1531846,4285,gold,1532,7153,462,7911,1326812
2825,1489724,4115,platinum,1443,7195,477,7777,1373772
2822,1503267,3839,platinum,1374,7213,528,7854,1395736
2822,1578183,4301,platinum,1626,7285,500,8111,1390358
2807,1307844,3944,platinum,1224,6837,465,6753,1284705
2799,1450966,5436,platinum,1494,7517,455,7441,1425390
2789,1206999,3475,platinum,1105,6436,430,6206,1214351
2788,1409133,4354,platinum,1616,6375,470,7560,1202161
2782,1369410,4031,platinum,1190,7476,447,6921,1383834
2760,1619733,5020,platinum,1617,7236,569,8356,1346955
2750,1233568,3644,platinum,1012,6734,433,6277,1260815
2743,1494203,5209,platinum,1430,7819,455,7618,1478694
2741,1441544,5305,platinum,1293,8011,494,7435,1531732
2734,1368453,4253,platinum,1403,6821,452,7061,1326329
2728,1506268,4449,platinum,1532,6785,476,7754,1306083
2717,1457321,3554,platinum,1400,7461,513,7730,1412487
2713,1239165,4131,platinum,1161,6234,422,6464,1148220
2708,1361960,4851,platinum,1305,7780,448,6984,1459139
2707,1186345,3437,platinum,1029,6053,425,5940,1154609
2699,1579172,4556,platinum,1481,6826,506,8094,1354926
2699,1544286,3881,platinum,1530,5996,513,8227,1196136
2690,1292088,3517,platinum,1250,6303,425,6747,1232183
2653,1428028,4159,diamond,1207,6729,444,7259,1290508
2649,1361444,5524,platinum,1209,7957,481,7104,1481493
2633,1397793,3905,platinum,1251,7140,469,7200,1331844
2628,1589834,5488,platinum,1497,7698,511,8138,1483074
2627,1352058,3510,platinum,1281,6521,451,6922,1287514
2626,1616606,5118,platinum,1704,7807,539,8451,1510074
2625,1426709,4717,platinum,1366,7120,459,7436,1443257
2625,1351480,3714,platinum,1402,5936,450,6960,1127767
2618,1465468,4421,platinum,1545,7394,461,7560,1472241
2617,1874496,4509,diamond,1870,8562,552,9623,1639991
2614,1564251,5147,gold,1093,8509,518,7948,1604885
2613,1361717,3899,platinum,1347,6211,431,7075,1177796
2612,1346955,5085,platinum,1277,7044,439,7230,1333869
2611,1317249,3730,platinum,1197,6254,434,6822,1192015
2606,1370660,3915,platinum,1285,6288,436,6978,1225989
2601,1334222,3500,platinum,1227,7041,424,6927,1388322
2600,1323341,3864,platinum,1429,6043,416,6757,1196059
2597,1397929,3608,platinum,1141,7663,488,7289,1441399
2594,1316430,4186,platinum,1218,6987,473,6822,1246375
2592,1567989,4699,platinum,1416,7818,472,8047,1423396
2589,1351965,4478,platinum,1533,6778,447,7037,1301447
2581,1336884,4332,platinum,1202,6652,449,6849,1225342
2581,1568807,4112,platinum,1268,7356,500,8102,1396501
2564,1336013,3825,platinum,1156,7225,449,6806,1396882
2561,1303696,3935,platinum,1411,7280,433,6795,1379136
2558,1200362,4184,platinum,1252,6177,436,6339,1132808
2558,1372656,5628,platinum,1256,7839,488,7143,1445496
2553,1197385,3645,platinum,1127,6087,417,6381,1206692
2551,1547519,5616,platinum,1567,7739,470,7968,1429795
2551,1460612,4602,platinum,1632,7469,452,7696,1394532
2543,1490451,3472,platinum,1530,7480,472,7436,1305085
2542,1467586,3845,platinum,1461,6725,513,7664,1243180
2536,1474171,5304,platinum,1280,8124,493,7652,1538297
2535,1145864,4120,platinum,1219,5918,379,6242,1122987
2523,1305510,3603,gold,1077,6844,480,6812,1258649
2515,1519317,4660,platinum,1748,6577,465,8005,1253753
2511,1424810,4703,platinum,1255,7841,506,7380,1458762
2508,1147075,3476,gold,905,6444,413,5966,1291427
2508,1335570,3520,platinum,1357,7197,441,6903,1391687
2502,1622331,4372,platinum,1626,7798,503,8512,1534128
