assists,damage_received,headshots,tier,traded,kills,matches,deaths,damage
2828,1692848,6410,iron,1366,9702,667,9271,1832300
2787,1315016,1879,iron,1157,4860,440,6893,978580
2785,1540524,3287,bronze,1308,7276,605,8329,1565588
2771,1553627,3174,iron,1423,5446,614,8681,1071070
2596,1621822,2688,iron,1300,6479,625,8839,1254742
2527,891518,1885,iron,876,5281,355,5181,990213
2318,1423665,5647,iron,912,10187,694,7379,1806897
2316,1244561,6058,iron,756,8505,569,6379,1610387
2200,1290842,2078,iron,996,5359,436,6527,989319
2111,1263387,1711,iron,988,6026,505,6737,1094285
2099,875040,1320,iron,736,3858,343,5459,743680
2097,1184540,2260,iron,928,5822,430,6304,1096735
1865,1018298,1762,iron,1054,3802,347,5517,723522
1848,1350249,2665,iron,1156,6138,445,6864,1113057
1845,857488,1808,iron,704,3625,297,4471,716339
1825,991104,1912,iron,819,4244,350,5209,848510
1822,705649,2305,iron,575,3623,306,3986,707762
1788,1150754,3669,iron,774,6574,456,6318,1219515
1775,983906,3794,iron,820,5880,400,5377,1081021
1727,724910,1637,iron,711,3038,275,3962,580860
1715,1117375,2702,iron,947,5433,364,5893,1023107
1692,902066,1895,iron,820,4124,322,4722,821699
1629,1011592,1715,iron,847,4134,381,5347,823776
1619,678217,1264,iron,632,3053,236,3672,562497
1606,833119,1782,iron,767,4321,294,4444,770504
1560,1021377,2325,iron,726,5121,414,5316,938775
1559,836617,1983,iron,540,3965,343,4275,775333
1542,1287753,4484,iron,802,6839,455,6795,1315378
1534,995312,2528,iron,680,5251,349,5047,976334
1533,935489,1973,iron,881,4054,299,4873,791554
1524,902255,2438,iron,755,4535,308,4949,871776
1513,888961,3627,iron,740,5672,414,4675,1054774
1513,780426,1452,iron,598,4055,275,4241,770641
1498,813832,1695,iron,703,3705,257,4190,713461
1492,912228,5734,iron,767,7433,483,4862,1346928
1482,916800,1260,iron,788,4076,309,4793,784948
1477,811430,2489,iron,755,4375,303,4595,845904
1477,838733,1435,iron,709,3509,273,4384,636598
1472,819222,1310,iron,639,3109,315,4125,589779
1443,846480,2112,iron,720,4061,295,4581,793089
1433,830873,2410,iron,793,4401,312,4443,830344
1423,691856,981,iron,514,2762,251,3613,533811
1422,1077419,1335,iron,1062,3221,381,5736,616488
1410,767137,1424,iron,775,3305,263,4248,624122
1408,701524,962,iron,599,2828,247,3701,514955
1399,908493,1202,iron,933,2532,361,4838,492742
1372,702422,928,iron,609,3045,242,3764,562440
1372,693202,1278,iron,604,2936,256,3813,566709
1354,814490,2269,iron,654,4176,280,4199,795855
1351,656698,1052,iron,547,2450,225,3727,491469
1337,693522,1193,iron,649,2954,233,3941,567375
1318,794971,1482,iron,640,3213,274,4198,633040
1311,848865,1789,iron,762,4178,318,5023,768969
1304,917764,968,iron,825,2742,329,5051,507069
1289,594748,1535,iron,501,2773,228,3175,529118
1279,588462,1014,iron,524,2992,203,3016,562638
1278,599894,1049,iron,397,2828,208,3082,508086
1270,732894,1075,iron,588,3126,274,4176,593500
1268,552177,1965,iron,598,3473,350,2866,629408
1267,567474,2005,iron,390,3500,314,3277,632599
1264,697604,1628,iron,701,2703,258,3796,525770
1262,695948,1664,iron,644,3357,232,3665,599196
1261,685395,1117,iron,709,2647,245,3732,549131
1253,595786,983,iron,469,2635,233,3164,482808
1251,686004,2156,iron,489,3248,263,3764,619709
1241,636836,1022,iron,611,2793,242,3661,527491
1227,844209,2279,iron,671,3927,315,4350,745915
1214,606551,1103,iron,502,2786,227,3262,547720
1211,864668,3244,bronze,695,4407,323,4818,878592
1207,656406,7211,iron,509,8507,458,3288,1498599
1205,783837,1299,iron,654,3498,258,4251,631530
1201,619558,1566,iron,484,2579,217,3312,500654
1198,740062,1246,iron,699,3218,240,4125,599833
1195,682895,1054,iron,521,3005,275,3754,539300
1189,777701,1384,iron,689,3071,270,4171,574744
1182,604663,1628,iron,505,2894,215,3248,540928
1182,742902,1303,iron,590,3370,254,3775,634132
1165,692281,1350,iron,564,2960,244,3722,558910
1165,857702,1556,iron,769,2518,287,4596,521365
1149,587305,916,iron,524,2735,224,3216,485732
1134,867140,4961,iron,637,7543,532,4470,1289669
1133,718726,1195,iron,494,2884,264,3915,550133
1132,757496,2479,iron,462,4587,382,4292,810146
1131,595343,1174,iron,472,2592,206,3024,492268
1131,647150,1894,iron,737,3294,234,3693,631595
1122,588102,861,iron,534,2407,205,3165,484009
1120,590856,1139,iron,497,2672,200,3118,516821
1118,671733,1445,iron,593,2769,232,3651,533805
1117,748302,1294,iron,728,3167,252,3890,542195
1117,554127,1819,iron,450,2659,247,3017,506443
1105,589736,1187,iron,581,2988,207,3218,555777
1092,685491,1111,iron,667,2631,251,3950,500225
1092,702668,1356,iron,579,2911,262,3815,566291
1060,779316,1283,iron,637,3189,283,4131,578256
1053,654565,1487,iron,531,3225,245,3709,614496
1030,558913,1017,iron,431,2582,236,2945,486109
1021,698304,1611,iron,639,2681,227,3637,519982
1019,895451,1883,iron,629,3934,300,4764,749002
1016,572797,1311,iron,511,2931,211,3305,566117
1013,564822,1397,iron,549,2749,207,3175,542004
981,629184,1356,iron,479,2634,219,3358,520998
969,913580,1869,iron,690,3861,298,4651,702728
964,603265,1578,iron,462,3065,199,3099,566435
962,551957,1128,iron,534,2588,191,2904,479613
960,574570,1736,iron,403,2712,227,2978,505493
954,610298,1118,iron,598,2820,213,3347,530225
944,586533,1008,iron,602,2822,220,3348,528729
935,585642,2184,iron,523,3521,366,3317,634686
935,599496,1726,iron,531,2769,214,3187,535964
932,559806,1005,iron,490,2358,182,2978,490560
932,552789,1610,iron,518,2945,197,3041,555260
918,580744,1217,iron,470,2765,219,3227,514318
849,560988,1248,iron,405,3033,201,2933,550917
829,716634,2848,iron,588,4168,246,3760,761212
799,614809,1578,iron,476,2690,218,3352,509556
752,574820,1626,iron,421,2603,175,2727,500814
749,586194,2037,iron,479,2685,203,3004,519317
725,561132,1596,iron,486,2457,201,3138,482646
680,588095,2097,iron,479,3494,197,3318,636916
674,571836,3254,iron,441,5696,272,2864,967866
667,560042,3160,iron,413,4196,319,2991,745735
4313,1844466,4159,bronze,1768,9158,663,9919,1732735
4202,2232227,3131,bronze,1919,10127,750,11214,1942070
4122,1940632,3701,bronze,1489,8206,707,10307,1577644
4042,1829125,2912,bronze,1638,8185,620,9672,1544449
3905,2206452,5601,silver,1962,10738,820,11513,1983127
3724,1934050,3411,silver,1875,8466,660,10121,1609502
3371,1168514,2509,bronze,1017,5229,403,5904,1022604
3232,1483614,3108,iron,1102,7311,518,7758,1351777
3084,1708222,3510,silver,1596,9244,562,8997,1675102
3026,1727118,2892,bronze,1414,7862,591,8853,1472283
2938,1322491,2711,bronze,1158,5851,437,6968,1131342
2913,1389865,2333,bronze,1226,6350,487,7558,1203629
2908,1219489,2809,bronze,891,5546,490,6423,1073455
2896,1623658,3980,bronze,1421,8157,573,8848,1532715
2886,1287462,2688,bronze,1040,6256,463,6796,1181967
2885,1429851,3700,bronze,1161,7566,481,7400,1421907
2815,1688841,2700,bronze,1479,7655,552,8879,1402514
2778,1167010,2139,bronze,1024,4963,405,6027,943226
2767,1544482,3109,bronze,1265,6848,553,7999,1254209
2734,1262439,2397,bronze,1306,5153,408,6967,919709
2687,1098568,2098,bronze,998,5404,393,5694,1011990
2675,1166500,3608,bronze,947,5832,407,6087,1106085
2646,1133553,2522,bronze,909,4832,438,5846,926940
2642,1119162,3367,bronze,954,5462,382,5913,1089334
2640,1324021,3101,silver,1167,7041,488,6834,1281392
2612,1227581,2805,bronze,933,7297,488,6611,1333761
2596,1341464,2390,bronze,1154,6844,463,6935,1248573
2596,1205514,2461,bronze,1246,5616,404,6544,1047962
2595,1567978,2245,bronze,1410,6057,521,8287,1227210
2590,1413743,2529,bronze,1388,5251,477,7383,995015
2579,1663788,3694,silver,1384,8797,538,8340,1599637
2576,1422500,2413,bronze,1342,5382,465,7284,1067496
2574,2255797,6798,bronze,1787,12097,780,11860,2240138
2567,1398175,2238,bronze,1274,6145,449,7299,1176179
2552,1335043,2332,bronze,1181,6054,483,7067,1087583
2551,1483096,2941,bronze,1318,6640,518,7578,1265046
2543,1168499,2090,bronze,1018,5623,422,6085,1096186
2500,1230136,2115,bronze,1030,5002,380,5928,975381
2490,1457981,3933,bronze,1431,6175,452,7719,1199258
2488,1719502,4006,bronze,1328,8471,540,9278,1632994
2480,1169716,2223,bronze,910,5489,407,6163,975897
2461,1487658,3081,bronze,1270,6296,498,7877,1223047
2455,1168920,2239,bronze,1012,6233,472,6605,1126365
2450,1892830,4039,iron,1801,7575,651,10478,1410434
2437,1222835,2461,bronze,1086,5730,388,6219,1100377
2432,1404034,2255,bronze,1240,5650,457,7374,1126361
2427,951709,3417,bronze,770,4675,372,5048,869420
2424,1406224,3640,bronze,1186,6843,487,7522,1332778
2421,1385095,3986,bronze,1334,6626,437,7393,1308510
2413,981956,2116,bronze,852,4440,354,5076,880139
2413,1446039,3052,bronze,1286,5630,539,7878,1066419
2398,1230030,2297,bronze,1150,5473,413,6574,1072444
2392,1214145,2814,bronze,1016,6402,415,6238,1170940
2377,1299426,3548,bronze,1096,6168,456,6900,1177420
2367,1242715,3309,bronze,1189,5738,418,6235,1090810
2361,1094337,2143,bronze,972,5679,396,5922,1100691
2340,1422898,3704,bronze,1200,7344,467,7325,1427559
2338,1079579,2226,bronze,920,5351,395,5725,939693
2337,1348506,2432,bronze,1328,5598,462,7036,1114478
2333,1290578,3177,silver,1103,5372,409,6719,1065160
2329,1118040,1981,bronze,1103,5386,378,5777,1038678
2316,1363683,2095,bronze,1180,5312,460,7188,1019977
2307,1076056,2605,bronze,989,5171,392,5555,997636
2305,1256677,2287,bronze,1164,5297,392,6519,1023621
2301,1522440,4249,bronze,1423,7690,496,7969,1463137
2278,1274373,2465,bronze,1157,6539,415,6674,1170208
2265,1277924,2430,bronze,1064,5473,409,6277,1037333
2258,1343289,2623,iron,1240,6638,481,6797,1236955
2255,1201983,2387,bronze,1034,6002,404,6481,1106127
2233,1212429,2518,bronze,1208,5185,397,6249,997412
2233,1232176,3118,bronze,960,6769,414,6274,1249933
2228,1355253,3399,bronze,1548,6656,450,7270,1244938
2207,1222092,2633,iron,980,6577,430,6567,1291185
2195,1304361,2903,bronze,1148,5247,422,6815,1105050
2174,1106116,3007,bronze,929,5850,369,5664,1115173
2161,1126098,3171,bronze,1076,5360,400,6172,1077213
2156,1420374,4627,silver,1277,7130,465,7476,1342273
2155,1162558,2627,bronze,986,5713,354,5714,1086609
2149,1243674,2579,bronze,971,5065,468,6630,998864
2146,1128211,2032,bronze,1079,5617,404,6254,1009591
2143,1078873,2008,bronze,956,4925,410,5748,899261
2135,1049670,2816,bronze,848,5253,388,5790,1025298
2133,1229328,2099,bronze,1044,6491,417,6409,1156229
2127,1455561,2464,bronze,956,6604,461,7381,1219549
2126,1381220,4838,bronze,1185,7292,451,7083,1404965
2124,1536300,3138,silver,990,7244,451,8028,1386193
2123,1288287,2334,bronze,986,6266,423,6633,1150537
2115,1334804,2549,bronze,1219,6134,472,7210,1116353
2114,1075733,2863,bronze,831,5231,399,5656,1023467
2109,1148912,2048,bronze,1082,5300,423,6344,995288
2108,1164556,2778,bronze,1110,5197,403,6126,996052
2104,1349095,3194,bronze,1344,6853,457,7243,1251051
2100,1315891,3429,bronze,1116,5997,479,7088,1142048
2088,1201074,2967,bronze,1070,5594,393,6238,1104901
2072,970707,2094,bronze,709,5350,369,5108,996634
2072,1237560,3603,bronze,1014,6407,473,6718,1221400
2069,1391843,4646,bronze,873,8491,596,7118,1541966
2060,1042924,2048,iron,997,4900,383,5514,959221
2052,1123138,2382,bronze,696,5821,420,5814,1082921
2049,1147244,3394,bronze,788,6115,422,6042,1160431
2045,1219035,4100,bronze,972,6813,400,6370,1323933
2026,1105942,2361,bronze,716,5639,422,5629,1109106
2021,1027907,2285,bronze,795,5257,361,5285,974492
2017,1046429,2358,bronze,766,5139,388,5578,1006926
2015,1189755,3005,bronze,1149,5075,433,6405,1021992
2015,1229411,2945,bronze,1037,6058,423,6334,1127703
2007,1382513,2142,bronze,1189,5923,453,7208,1084533
2006,1156919,2066,bronze,965,4713,407,6095,933367
2000,1185958,2957,bronze,1066,7016,404,6073,1277476
2000,992972,2117,bronze,761,5453,389,5302,1033812
1988,979520,2116,bronze,963,4622,346,5220,888332
1984,1327334,1980,bronze,1152,5261,464,6933,1002393
1984,977474,2262,bronze,876,5377,337,4971,1020630
1977,1110665,3246,bronze,729,6172,364,5568,1158758
1972,1252664,3964,bronze,1278,5616,431,6668,1091321
1971,1025544,2540,bronze,846,4986,353,5508,938400
1967,1106178,2505,bronze,1052,5010,368,5654,976098
1963,1020630,2240,bronze,898,5042,341,5175,977319
1950,1001432,1968,bronze,912,5719,353,5077,1044652
1940,1310034,2573,bronze,1197,6106,379,6450,1109218
1932,992166,2219,bronze,844,5627,364,5206,1041243
1931,1069022,3282,bronze,878,6189,347,5511,1174123
1926,1010224,2331,bronze,823,5686,347,5241,1039960
1921,1179753,2913,bronze,1076,5715,349,6277,1129877
1921,959338,2140,bronze,869,4434,312,5148,941311
1919,1182071,5593,bronze,829,8041,545,6578,1467845
1795,1206508,2421,bronze,970,6419,399,6600,1172686
1793,1089410,2562,bronze,1034,6624,377,5654,1146670
1791,1106080,2567,iron,1043,4513,386,5983,874504
1789,939880,2136,bronze,959,5341,323,4881,962394
1787,975185,2536,bronze,909,5076,347,5193,983762
1786,1084410,3393,bronze,936,5410,365,5755,1000626
1782,1157395,2359,bronze,992,4770,386,6110,931066
1781,1022017,2533,bronze,860,4401,341,5226,869134
1780,1027733,2640,bronze,931,5184,344,5489,983535
1773,1123579,6290,bronze,907,9668,599,5755,1747895
1768,1156207,2350,bronze,919,6057,379,6084,1121596
1768,1070840,2445,bronze,886,5103,362,5657,980153
1768,1201837,3407,bronze,976,6359,441,6413,1199919
1764,1080735,2681,bronze,991,4912,359,5689,914040
1762,1295698,2928,bronze,1083,7262,449,7138,1370737
1761,973230,2473,bronze,815,4685,318,5154,910812
1761,1035899,2820,bronze,892,4674,341,5369,904883
1756,1243339,2700,bronze,883,6364,425,6242,1186925
1754,1174131,3589,bronze,1110,5696,387,6246,1111907
1753,970631,3119,bronze,921,5149,358,5492,992057
1752,1128403,3771,bronze,854,5538,440,6007,1040484
1751,996074,2238,bronze,817,4988,348,5176,918056
1743,1043829,2567,bronze,883,4973,343,5422,925196
1743,1148012,3759,bronze,1126,5347,361,5987,1031541
1742,938418,2494,bronze,773,4700,311,4708,900154
1735,1008477,2769,bronze,893,4641,369,5338,877392
1732,1075224,2440,bronze,890,4631,347,5371,876800
1730,1012579,3761,bronze,1018,5311,360,5410,961253
1717,1032917,2684,bronze,780,5240,334,5330,1008886
1712,1013738,2633,bronze,918,5348,331,5367,1047581
1707,1013185,1972,bronze,923,5227,372,5339,998397
1707,1168861,2195,bronze,1123,5473,421,6912,1016864
1703,939774,2550,bronze,860,5028,331,4904,902677
1688,1031090,3091,silver,959,6168,366,5578,1129309
1686,957357,2623,iron,777,4178,358,5031,803588
1685,959483,2205,bronze,839,4412,357,5072,892680
1684,1077094,3034,bronze,925,5386,377,5600,1013062
1683,978428,3209,bronze,840,5099,314,4986,930263
1681,1020522,2871,bronze,776,5001,358,5308,979144
1677,1200220,3509,silver,1262,5987,389,6366,1122900
1671,990866,2298,bronze,830,5157,323,4829,938252
1670,1184306,3168,bronze,1119,5793,367,6065,1092862
1669,1128831,3669,bronze,884,6295,409,5781,1129437
1666,1390925,4003,bronze,1042,7009,466,7487,1310315
1662,1117362,2129,bronze,962,5507,350,5965,1039873
1660,1190665,4135,iron,908,6492,387,6182,1256669
1658,1043754,2354,bronze,859,6135,356,5303,1140205
1652,1010867,2065,bronze,932,5292,334,5249,948212
1644,1100903,2844,bronze,929,5069,357,5840,1010453
1642,1002974,2187,bronze,801,4741,326,5406,907431
1627,1085155,2815,bronze,826,5708,357,5646,1090574
1620,1061343,2076,bronze,875,5004,377,5368,909554
1611,1114863,3499,bronze,981,5961,393,5838,1134382
1610,1283870,3476,bronze,1018,6877,441,6750,1300459
1608,997138,3200,bronze,886,5253,348,5286,993327
1608,1123511,3010,bronze,1045,6314,387,5799,1150105
1606,1087215,2716,bronze,921,4598,377,5634,910202
1605,1136733,3457,bronze,876,5880,391,5959,1118902
1603,1125564,2225,bronze,1272,4575,367,6052,899153
1598,1022017,2612,iron,771,5244,373,5565,968810
1592,948633,2408,bronze,851,5006,318,4911,930230
1582,983856,3118,bronze,793,4821,328,4987,914291
1579,1009401,3866,bronze,889,5887,350,5403,1106435
1571,1009520,3330,bronze,750,5135,343,5120,958012
1560,936672,2770,bronze,874,4923,292,4716,986783
1549,1007052,2647,bronze,835,5480,328,5052,1011281
1545,960568,3024,bronze,829,5050,334,4855,939384
1544,1131456,2496,bronze,968,5868,414,5837,1069312
1537,987438,2617,bronze,891,5283,332,5117,970379
1534,1246735,4026,bronze,912,6203,356,6463,1168315
1527,1111245,2284,bronze,960,5345,361,5883,947066
1519,1099303,3056,bronze,1022,6229,355,5803,1158651
1518,966294,1762,iron,764,4109,307,5078,802107
1516,957445,2775,bronze,866,4999,318,5196,920454
1496,1050639,2664,bronze,969,5034,357,5548,917540
1492,1113291,3256,bronze,1067,5963,375,5921,1112903
1481,934368,2942,bronze,791,4861,310,4978,976251
1481,941599,3219,bronze,783,4517,320,5036,870426
1477,1123369,3146,bronze,954,5806,385,6106,1091702
1476,961755,2256,bronze,817,4727,350,5097,880910
1476,1008813,3375,bronze,934,5510,338,5183,1019190
1464,1156021,4492,bronze,1064,6476,424,6209,1170391
1458,1031238,2249,bronze,801,4734,374,5411,958442
1453,1140206,2817,bronze,852,5567,356,5959,1099992
1448,1012921,3004,bronze,963,4720,341,5357,911020
1436,961165,2630,bronze,825,5561,337,5347,1004716
1425,954185,2141,bronze,829,4916,316,4961,893925
1410,1051566,3043,bronze,989,5397,364,5498,1000096
1405,967289,2558,bronze,990,4998,319,5191,895776
1404,1006703,2923,bronze,753,4974,331,5309,934596
1402,949946,2023,bronze,684,5776,334,4961,987970
1396,1102304,4380,silver,1032,5833,342,5552,1081409
1394,976546,2579,bronze,820,5050,329,5174,940518
1379,941139,3121,bronze,882,5467,341,4756,1039578
1370,1125232,3256,bronze,911,5196,355,5885,994620
1362,1101705,3855,bronze,839,5324,365,5508,1044187
1352,1075614,3460,bronze,904,6483,413,6351,1178132
1345,970844,3377,bronze,761,5254,343,5195,1041696
1345,988611,2910,bronze,886,5245,344,5398,1026709
1344,932841,1706,iron,591,4765,368,5048,842062
1326,1221426,3837,bronze,861,6465,405,6589,1221465
4757,2299164,6510,silver,2241,12615,831,11973,2289676
4504,1808971,3364,silver,1693,7176,576,9427,1383589
4201,2416563,6413,gold,2252,12136,780,12390,2284886
3924,1801384,5404,silver,1555,8647,616,9271,1644343
3887,2432586,5566,gold,2045,12537,754,12676,2291535
3857,2058431,5329,silver,1843,10707,716,10821,2019745
3722,2744922,6504,silver,2295,11091,878,14518,2158536
3668,1600273,2954,silver,1826,5757,519,8609,1105250
3653,1754931,3832,silver,1673,7713,643,9119,1412130
3650,1862224,4024,silver,1629,8575,605,9441,1630781
3644,2285999,5675,silver,1913,9272,714,11861,1796336
3538,2084432,3958,silver,1909,8914,676,10883,1628560
3519,1718042,4173,silver,1548,9277,584,8817,1675501
3418,1423899,3471,silver,1383,6723,516,7781,1346943
3417,1804983,4337,silver,1594,7886,579,9458,1559220
3372,1811710,4424,silver,1384,8884,607,9242,1631011
3369,1418538,3318,silver,1504,5836,480,7397,1147933
3365,1733901,4913,silver,1703,8948,560,8790,1689069
3364,1764914,4424,silver,1562,8721,595,9220,1646493
3347,1519642,2993,silver,1472,6574,547,7853,1277259
3302,1991625,5161,silver,1740,9537,672,10401,1778714
3301,1360028,2993,silver,1196,6963,519,7433,1341024
3252,1438310,3345,silver,1231,7729,503,7570,1460493
3224,1525470,4024,silver,1364,7345,551,7785,1380163
3217,1712589,3244,silver,1612,6682,586,9141,1250031
3191,1540690,3520,silver,1349,6749,526,8114,1301475
3190,1551636,2991,silver,1450,7487,520,8295,1413751
3155,1940003,5861,silver,1811,9370,584,9881,1859043
3139,1374496,3181,silver,1190,6952,491,7361,1290877
3126,1477151,4206,silver,1291,8032,503,7526,1498184
3124,1660640,2990,bronze,1280,7933,567,8721,1535500
3122,1471392,2948,silver,1315,8022,502,7825,1529202
3107,1966244,4833,silver,1846,8944,621,10131,1673192
3062,1879389,4605,silver,1627,9449,598,9346,1756756
3050,1662690,3934,gold,1324,9508,568,8277,1731936
3049,2020668,6430,silver,1626,9890,712,10497,1839336
3045,1421662,3875,silver,1369,6651,474,7495,1307000
3039,1594165,3663,silver,1232,8422,540,7993,1548385
3031,1449018,3697,silver,1207,6774,479,7598,1428817
3027,1598308,3374,silver,1538,7146,500,8427,1286911
3025,1760334,3981,gold,1515,8582,566,9186,1675533
3018,1491230,3565,silver,1247,7363,482,7686,1458682
2999,1895980,4503,bronze,1673,9009,639,9927,1648121
2979,1427795,2986,silver,1448,7347,539,7432,1319699
2972,1283028,4243,silver,1479,5890,424,6783,1163134
2971,1380759,3647,silver,1193,6762,472,7249,1319108
2944,1719789,3872,silver,1401,8991,590,9068,1737756
2926,1603026,3950,silver,1451,8734,532,8565,1599759
2910,1515298,5216,silver,1139,8104,540,8112,1514577
2908,1435050,3575,silver,1271,8251,526,7599,1539492
2901,1769382,3224,bronze,1247,7749,617,8722,1539291
2883,1799033,4870,silver,1473,8109,547,9391,1496143
2867,1373731,3039,silver,1383,5571,450,7144,1062813
2853,1359108,2931,silver,1245,6183,445,7143,1145065
2844,1713773,3893,silver,1528,6960,520,8845,1343612
2819,1485828,3295,silver,1323,7365,514,7717,1368107
2818,1445414,3737,silver,1235,7586,547,7488,1406781
2814,1404293,3512,silver,1102,6531,472,7131,1202568
2806,1681422,3480,silver,1413,7459,555,8966,1533082
2806,1524647,3404,silver,1452,7607,467,7745,1470812
2797,1519700,3838,silver,1436,7318,501,7916,1363778
2795,1303776,3448,silver,1103,6135,448,6851,1202696
2785,1321643,3516,silver,1204,6761,480,7100,1253920
2784,1719073,5120,silver,1424,9233,567,8792,1791964
2783,1164350,3376,silver,941,7909,417,5683,1459284
2781,1643980,4589,silver,1538,8687,551,8686,1566326
2769,1578965,3910,silver,1488,7399,511,8239,1415538
2765,1501664,3519,silver,1271,8002,523,7953,1518821
2746,2082685,5944,silver,1920,11210,656,11062,2032429
2722,1480488,4768,bronze,1344,7927,489,7782,1489263
2718,2095148,6762,silver,1757,10183,651,10728,1944649
2710,1484921,4044,silver,1269,7489,490,7562,1450743
2708,1776575,5125,silver,1523,8149,577,9135,1556371
2704,1302611,3390,silver,1080,6530,449,6670,1248029
2701,1181622,2490,bronze,1086,6381,391,6041,1285735
2700,1217750,3353,silver,1130,5992,432,6581,1158331
2690,1786311,4562,silver,1493,7906,556,9224,1556795
2681,1750581,4490,silver,1684,6745,641,9275,1273446
2674,1683821,6131,silver,1367,9201,578,9175,1755637
2656,1996189,7450,silver,2025,11865,678,10625,2159666
2654,1585565,4485,silver,1372,8965,527,8298,1629260
2639,1370282,3132,silver,1278,6575,501,7149,1253306
2436,1434950,3989,silver,1124,8052,507,7325,1490059
2429,1506354,4660,silver,1332,8331,491,7920,1559137
2428,1264172,2504,bronze,1205,6051,445,6756,1199735
2427,1350392,3466,silver,1080,7461,439,6847,1397573
2409,1424935,3169,silver,1182,6797,473,7418,1319442
2391,1463286,4841,silver,1297,7098,503,7660,1375005
2391,1520920,3443,silver,1362,6781,511,7965,1275358
2388,1343029,3495,silver,1109,6742,444,7002,1268549
2373,1445465,4720,silver,1321,7139,457,7572,1394705
2368,1305598,3484,silver,1198,5794,393,7001,1066862
2365,1202000,2080,bronze,1172,5258,373,6508,971851
2361,1314291,3945,silver,1157,6602,429,7017,1270904
2359,1291384,4459,silver,1149,6608,457,6747,1254966
2356,1206736,3411,silver,1192,6478,436,6428,1226424
2351,1225986,3690,silver,1166,5623,410,6519,1096693
2350,1241822,3738,silver,920,6576,487,6591,1233434
2350,1300649,3133,silver,1221,6653,443,6779,1300668
2350,1331052,3241,silver,1309,6372,459,6863,1194274
2349,1393909,4107,silver,1161,8057,468,6928,1535225
2341,1158579,3249,silver,1149,8234,383,5907,1445314
2337,1134896,2957,silver,1003,5784,363,5894,1128561
2336,1251425,2957,silver,1093,6529,413,6521,1194251
2331,1548483,3872,silver,1109,8290,493,8320,1499317
2328,1357842,2666,bronze,1005,6875,445,6908,1243584
2327,1394017,3200,silver,1071,6928,556,7353,1353641
2311,1440198,3568,silver,1373,5882,479,7874,1208497
2301,1411229,4967,silver,1159,8363,510,7143,1542859
2298,1242682,3054,silver,1028,6625,439,6547,1230811
2170,1152114,3068,silver,1050,6431,380,5930,1187518
2167,1165990,2996,silver,1129,5605,366,5990,1100457
2167,1295541,3166,silver,1206,6139,401,6776,1206237
2165,1418570,2889,silver,1029,7169,446,7309,1275120
2163,1173750,4160,silver,994,6211,379,5957,1206260
2162,1134756,3334,gold,1045,6717,392,5966,1318232
2159,1364587,3049,silver,1221,5857,438,7002,1148799
2158,1116143,2858,silver,1039,6384,351,5691,1176275
2158,1563703,3968,silver,1357,7009,561,8316,1350209
2154,1362175,3559,silver,1284,6453,430,7231,1232009
2151,1142375,2850,silver,921,6188,400,6029,1177098
2151,1119973,3267,silver,979,6748,353,5915,1257111
2150,1378245,6479,silver,1180,9981,611,7019,1848046
2148,1146419,3425,silver,863,6102,405,6015,1101785
2142,1203271,3993,silver,1097,6011,427,6472,1131342
2135,1424840,3096,silver,1276,6688,429,7459,1273640
2130,1276716,2923,silver,1099,5970,431,6721,1175687
2126,1240011,3405,silver,1131,6002,400,6452,1136689
2124,1219609,3553,silver,984,6755,405,6404,1258667
2116,1149095,3366,silver,992,6015,402,5913,1146181
2108,1702608,6626,gold,1582,9272,535,9051,1817172
2087,1336210,5061,silver,1178,8032,430,6906,1518539
2084,1269406,3555,silver,920,6276,412,6599,1245954
2081,1430532,4198,silver,1068,7537,508,7475,1459018
2080,1230350,4212,gold,1119,6469,386,6333,1269410
2079,1301063,4329,silver,1088,6461,420,6446,1253427
2079,1206399,3411,silver,945,6327,429,6119,1263228
2079,1131907,3915,silver,1106,5638,389,5974,1082269
2077,1336834,4591,silver,1045,7536,444,6692,1387956
2068,1122548,3553,silver,853,5803,391,5943,1108028
2057,1219707,2251,bronze,1069,5891,419,6306,1063656
2057,1130877,3631,silver,846,6105,388,5814,1155990
2057,1144446,3205,silver,883,6047,420,6058,1174629
2051,1111542,3126,silver,954,5903,355,5678,1113618
2045,1393569,3907,silver,1350,6933,453,7443,1367090
2044,1318697,4123,silver,1242,5453,449,7116,1071236
2030,1130440,2928,silver,1001,5519,424,6084,1090471
2023,1333535,3112,bronze,1112,7168,420,6665,1347974
2021,1263131,3332,silver,1031,6883,464,6655,1250494
2017,1152728,3048,silver,948,6046,385,5771,1161527
2003,1682867,6103,silver,1401,8382,555,8987,1606074
2002,1558214,4208,silver,1189,7756,507,7962,1405469
2002,1539330,6314,gold,1147,8591,507,8076,1640327
1996,1216967,3789,silver,845,6834,387,6115,1326053
1990,1259864,3773,silver,1049,6272,414,6366,1226217
1987,1114634,3695,silver,871,5792,393,5810,1096576
1979,1267436,4310,silver,1103,6916,446,6803,1318962
1977,1182512,2936,bronze,1119,4818,358,6105,944401
1965,1650725,5783,silver,1286,8566,536,8628,1584907
1960,1273689,4647,silver,972,7160,465,6654,1371028
1959,1324165,3946,silver,1155,6276,415,6977,1177840
1958,1561976,5468,silver,1533,8286,510,8353,1546444
1955,1249156,4377,gold,989,6453,422,6337,1240189
1953,1738965,5291,silver,1311,9032,574,9043,1656494
1951,1130871,2910,silver,966,5512,394,5967,1069608
